sentence,likelihood
"Really, guys?",-12.8828125
"Well, well, well.",-12.8828125
Do I look fat in this dress?,-12.8828125
"Okay, no problem.",-12.8837890625
"You know what, man?",-12.884765625
Have you heard?,-12.88525390625
I'll show you.,-12.88671875
Come and get it!,-12.88671875
"Hi, Dr.",-12.88671875
Let me get this straight.,-12.88671875
Are you Mr.,-12.88671875
"Well, look.",-12.8876953125
Where were you yesterday?,-12.888671875
"Uh, Mom?",-12.888671875
What's yours?,-12.890625
Lucky you!,-12.890625
Silly!,-12.890625
Sean!,-12.890625
Hiya!,-12.890625
Eat it!,-12.890625
Do you want anything?,-12.890625
I need to go to the bathroom.,-12.890625
Get down!,-12.890625
What the what?,-12.890625
Home?,-12.890625
Ey!,-12.890625
Daaaaaad!,-12.890625
Shoo!,-12.890625
"Come on, Mr.",-12.890625
You're breaking up with me?,-12.89111328125
Did you do it?,-12.8916015625
I want to get married.,-12.89453125
"Hey guys, guess what?",-12.89453125
Ughhh.,-12.89453125
Why are you being so mean?,-12.89453125
Is that okay?,-12.89453125
"What are you doing, dude?",-12.89599609375
Don't sweat it.,-12.8968505859375
"Ugh, I don't know.",-12.89788818359375
Natalie!,-12.89794921875
"Hey, wait!",-12.8984375
"Yeah, maybe.",-12.8984375
"Yeah, great.",-12.8984375
I'm leaving you.,-12.8984375
I'm not leaving.,-12.8984375
"Oh, nice.",-12.8984375
I doubt it.,-12.8984375
"Well, what are you gonna do?",-12.8984375
He did what?,-12.8984375
Did you do that?,-12.8994140625
What kind of name is that?,-12.90008544921875
"Oh, that's okay.",-12.90234375
"Hello, hello.",-12.90234375
Let's go shopping!,-12.90234375
Why are you upset?,-12.90234375
"Hello, everyone.",-12.90234375
Go to your room!,-12.90234375
How am I going to do this?,-12.9024658203125
"Well, it depends.",-12.9033203125
"Oh my God, Mr.",-12.904541015625
Come.,-12.90625
You're getting married?,-12.90625
Can you hear me?,-12.90625
It's just a movie.,-12.90625
Fuck off.,-12.90625
I'm 19.,-12.90625
5.,-12.90625
"Hey, look at this.",-12.90625
Marie!,-12.90625
"Oh, look at you.",-12.90625
I love this place.,-12.90625
Son!,-12.90625
Great job!,-12.90625
Linda!,-12.90625
Did you like it?,-12.9072265625
What are you smiling at?,-12.90771484375
"Alright, Mr.",-12.9091796875
Where's my baby?,-12.91015625
Ughh!,-12.91015625
Where's your hair?,-12.91015625
How can I do this?,-12.91015625
"Mama, look!",-12.912109375
"Uh, yes.",-12.912109375
Samantha!,-12.91278076171875
Why are they doing that?,-12.9140625
"Hey, John.",-12.9140625
Speak English!,-12.9140625
You first.,-12.9140625
"Yeah, definitely.",-12.9140625
I'm the best.,-12.9140625
I'm lonely.,-12.9140625
I love your hair!,-12.9140625
Way to go!,-12.916015625
What makes you think that?,-12.916015625
That's terrible.,-12.91796875
I don't want that.,-12.91796875
"Well, uh.",-12.9189453125
"Okay, so.",-12.9189453125
Why aren't you eating?,-12.919464111328125
Where're you going?,-12.919921875
Mind if I sit here?,-12.9208984375
"Oh, there you are.",-12.9208984375
"Well, what are you going to do about it?",-12.920928955078125
Can I have your autograph?,-12.920989990234375
I'm in college.,-12.921875
Die!,-12.921875
Buddy!,-12.921875
"Hey, what's your name?",-12.921875
I need to go.,-12.921875
Obama?,-12.921875
You know what I hate?,-12.921875
Jen!,-12.921875
Get this.,-12.921875
We'll see.,-12.921875
Laura!,-12.921875
"Yeah, I'm good.",-12.921875
Kim!,-12.921875
Forget about it.,-12.921875
What's she doing?,-12.921875
What kind of music do you like?,-12.92279052734375
Did you know?,-12.9228515625
What do you think I should do?,-12.9228515625
Are you listening?,-12.92333984375
Over my dead body.,-12.923828125
Don't you have anything else?,-12.9241943359375
"Yes, honey.",-12.92578125
"Mom, what's that?",-12.92578125
Where are your parents?,-12.92578125
It's Mr.,-12.926025390625
You want me to what?,-12.92626953125
You talk too much.,-12.9267578125
"Well, so what?",-12.9267578125
"Hey, it's okay.",-12.927734375
Can't you see I'm busy?,-12.927734375
Fabulous!,-12.9296875
I know what you're doing.,-12.9296875
We're just friends.,-12.9296875
"Yeah, but.",-12.9296875
How would I know?,-12.9296875
You hear that?,-12.9296875
Do you want it?,-12.9296875
It's not about the money.,-12.9296875
I'm just.,-12.9296875
I'm so nervous.,-12.9296875
"Yes, Mr.",-12.929931640625
"Whoa, what are you doing?",-12.9306640625
Do you believe in God?,-12.931640625
"Yeah, that's great.",-12.931640625
Are you making fun of me?,-12.93243408203125
What's wrong with you people?,-12.93359375
"Mom, why?",-12.93359375
I don't care about that.,-12.93359375
That's so stupid.,-12.93359375
Can I show you something?,-12.9345703125
Am I fat?,-12.9345703125
Am I crazy?,-12.9345703125
Why aren't you working?,-12.935089111328125
I don't want to die.,-12.935546875
Go fuck yourself.,-12.935546875
"Mom, you're embarrassing me.",-12.935546875
What's taking so long?,-12.9356689453125
I can't do anything.,-12.9365234375
I can't talk.,-12.9365234375
I'm 15.,-12.9375
Two?,-12.9375
Yawn.,-12.9375
Tomorrow.,-12.9375
Jimmy!,-12.9375
Remember?,-12.9375
But Dad!,-12.9375
Go to sleep.,-12.9375
I'm depressed.,-12.9375
Why are you asking me that?,-12.9375
"Hey, can we talk?",-12.9375
I'm 13.,-12.9375
Why would I want to do that?,-12.9375
Stop doing that!,-12.94140625
"Uhh, what?",-12.94140625
"But, but, but.",-12.94140625
Do you want to dance?,-12.94140625
What are we doing today?,-12.94140625
Nu-uh.,-12.94189453125
Cat got your tongue?,-12.943359375
Why are you following me?,-12.943359375
Wanna hang out?,-12.9443359375
It's up to you.,-12.9443359375
Isn't that nice?,-12.94464111328125
Who's your daddy?,-12.9453125
Why do you ask?,-12.9453125
"No, come on.",-12.9453125
What's the time?,-12.9453125
I really like you.,-12.9453125
Where's the party?,-12.9453125
"Yeah, Dad.",-12.9453125
It's what?,-12.9453125
Where's my food?,-12.9453125
Did you make this?,-12.9462890625
"Thanks, Mr.",-12.9462890625
George W.,-12.947265625
You don't remember?,-12.947509765625
That's so great!,-12.94921875
What did I miss?,-12.94921875
How could this happen?,-12.94921875
What am I going to do now?,-12.95025634765625
Are you my mom?,-12.95068359375
Shut the fuck up!,-12.952392578125
Uhhhhh.,-12.953125
What do I say?,-12.953125
How much does that cost?,-12.953125
Come over.,-12.953125
Kevin!,-12.953125
Oh dude!,-12.953125
It's Tuesday.,-12.953125
Parents!,-12.953125
Kelly!,-12.953125
What did I say?,-12.953125
Fuck that.,-12.953125
Will you do me a favor?,-12.955078125
How old are you again?,-12.9560546875
I'm not going to do it.,-12.9560546875
How many times do I have to tell you?,-12.95660400390625
Where's my car?,-12.95703125
This is too much.,-12.95703125
I don't know what to wear.,-12.95703125
"Yes, you're right.",-12.95703125
Why are you in here?,-12.95703125
Darling!,-12.95703125
Not this again!,-12.95703125
I don't know what to say.,-12.95703125
How much does this cost?,-12.958984375
What's this thing?,-12.9609375
Dibs!,-12.9609375
Jessie!,-12.9609375
Urgh!,-12.9609375
Is it over?,-12.9609375
"Alright, fine.",-12.9609375
Why did you call me?,-12.9609375
It's Halloween.,-12.9609375
I'm not crying.,-12.9609375
What are you doing up here?,-12.96240234375
Are you sleeping?,-12.96240234375
Where did you get that shirt?,-12.962890625
What have you got?,-12.962890625
"Hey, where have you been?",-12.963134765625
Can I ask you a personal question?,-12.9637451171875
Where's Mr.,-12.9638671875
I'm not going to do this.,-12.9638671875
Where did you hear that?,-12.96484375
Let's talk.,-12.96484375
I'm thinking of a number.,-12.96484375
"Yeah, I know, right?",-12.96484375
"Whatever, girl.",-12.96484375
"Whoa, man.",-12.96484375
Is that your mom?,-12.96484375
"Well, actually.",-12.9658203125
"Well, wait.",-12.9658203125
What do you guys want to do?,-12.9658203125
"Okay, sure.",-12.9658203125
When I was your age.,-12.9661865234375
"What are you, stupid?",-12.96630859375
What did you do this summer?,-12.966796875
"Um, guys?",-12.9677734375
I can't drive.,-12.9677734375
Can I have some of that?,-12.96875
Arg!,-12.96875
It.,-12.96875
Max!,-12.96875
Holy.,-12.96875
It's not real.,-12.96875
You're young.,-12.96875
Who are you again?,-12.96875
You're awesome.,-12.96875
Try it.,-12.96875
Did you have fun?,-12.9697265625
Are you sitting down?,-12.97021484375
Talk to me.,-12.970703125
Do you know who that is?,-12.9716796875
"You know, Mrs.",-12.9718017578125
This is disgusting.,-12.97265625
What can I get you?,-12.97265625
That's so mean!,-12.97265625
You know what's great?,-12.97265625
Ice cream?,-12.97265625
"No, Mrs.",-12.972900390625
"What am I, chopped liver?",-12.97308349609375
"Okay, bye.",-12.9736328125
Who told you that?,-12.9736328125
Are you new here?,-12.97412109375
"Oh, yeah, right.",-12.974609375
Deal with it.,-12.974609375
"All right, cool.",-12.974609375
"No, I don't care.",-12.9754638671875
Who is it?,-12.9765625
It's time to go.,-12.9765625
"Oh, stop.",-12.9765625
What else is new?,-12.9765625
Did you hear the news?,-12.9775390625
What have you done?,-12.978515625
Don't tell anyone.,-12.9788818359375
"Hi, what are you doing?",-12.980224609375
What's wrong with this picture?,-12.98046875
"Yeah, what about it?",-12.98046875
What day is it today?,-12.98046875
"Well, what's wrong?",-12.9814453125
I can't handle this.,-12.9833984375
Chloe!,-12.984375
Turn around.,-12.984375
I'm a writer.,-12.984375
You did?,-12.984375
You're Jewish?,-12.984375
Grace!,-12.984375
Are we going?,-12.984375
"Oh, awesome!",-12.984375
I'm gonna go.,-12.984375
What is he doing here?,-12.984375
How are you doing today?,-12.9853515625
Did you miss me?,-12.9853515625
"Yeah, that's it.",-12.986328125
Don't you care?,-12.9866943359375
I don't understand it.,-12.98828125
You know what you are?,-12.98828125
Let's get out of here.,-12.98828125
Why are you saying that?,-12.98828125
"No, you're right.",-12.98828125
Why are you acting so weird?,-12.98828125
Where'd you get it?,-12.9892578125
"Uh, dude.",-12.990234375
"Oh my god, oh my god!",-12.9906005859375
Where are you guys?,-12.9921875
"Oh, you know me.",-12.9921875
A horse?,-12.9921875
What did I just do?,-12.9921875
Jealous?,-12.9921875
I'm not doing anything.,-12.9921875
Would you marry me?,-12.9921875
I'm your sister.,-12.9921875
Ahhhhhhh!,-12.9921875
"No way, Mom.",-12.9921875
Agreed.,-12.9921875
Grandpa!,-12.9921875
I'm crying.,-12.9921875
"Oh, totally.",-12.9921875
"Ugh, really?",-12.9921875
Are you sure about that?,-12.99365234375
What can we do?,-12.994140625
Where did you find this?,-12.994140625
This is nice.,-12.99609375
Why are you acting like this?,-12.99609375
This is for you.,-12.99609375
What are you taking?,-12.99755859375
Where did you get that from?,-12.998046875
I'm a vegan.,-13.0
"Yeah, I did.",-13.0
No fair!,-13.0
Mine!,-13.0
Tommy!,-13.0
It was great.,-13.0
I have a headache.,-13.0
We did it!,-13.0
Let me go.,-13.0
Why are you being so weird?,-13.0
Five?,-13.0
I'm drunk.,-13.0
Is it true?,-13.0
I'll call you.,-13.0
Obviously.,-13.0
Eric!,-13.0
What was it?,-13.0
Did you get it?,-13.0009765625
Ooohhh!,-13.00341796875
"Oh my gosh, I'm so sorry.",-13.005859375
I'm not happy.,-13.0078125
I'm too busy.,-13.0078125
"Oh, what is that?",-13.0078125
Nurse!,-13.0078125
"Hi, everybody.",-13.0078125
I get it now.,-13.0078125
I'm trying.,-13.0078125
I'm happy.,-13.0078125
You like him?,-13.0078125
But I.,-13.0078125
Daaad!,-13.0078125
You're going to what?,-13.0087890625
"Hey guys, what's up?",-13.0087890625
Why can't I?,-13.009033203125
What's your number?,-13.01171875
Where's your hat?,-13.01171875
That's horrible!,-13.01171875
You know what's crazy?,-13.01171875
"Yes, absolutely.",-13.01171875
"Well, I.",-13.0126953125
"Hey, check this out.",-13.013671875
Who are these guys?,-13.015625
4.,-13.015625
Daughter!,-13.015625
Tell me a story.,-13.015625
"I'm sorry, honey.",-13.015625
Rah!,-13.015625
Kyle!,-13.015625
Just chill.,-13.015625
I promise.,-13.015625
What are these things?,-13.015625
Did you get my email?,-13.0166015625
Can I sit with you?,-13.0166015625
How are we going to do this?,-13.01739501953125
Are you going to be okay?,-13.01806640625
We love you.,-13.01953125
You're killing me!,-13.01953125
"Ah, no.",-13.01953125
Why aren't you here?,-13.021026611328125
Why don't you do it?,-13.021392822265625
"Come on, dude.",-13.0234375
What's your favorite movie?,-13.0234375
Daaaaad!,-13.0234375
Yaaaaay!,-13.0234375
You're not.,-13.0234375
It's Saturday.,-13.0234375
How do you know all this?,-13.025390625
Don't touch that!,-13.0257568359375
Aren't you cold?,-13.0262451171875
"No, I'm serious.",-13.02734375
Why is he doing that?,-13.02734375
"Oh, that's fine.",-13.02734375
Is that him?,-13.02734375
"Mom, come here.",-13.02734375
"Mom, come on.",-13.02734375
How are you gonna do that?,-13.0283203125
I don't know what I'm going to do.,-13.0286865234375
"Wait, really?",-13.029296875
How old are they?,-13.029296875
Isn't he cute?,-13.03057861328125
D.,-13.03125
What you got?,-13.03125
Is it safe?,-13.03125
But how?,-13.03125
You want it?,-13.03125
Here's $20.,-13.03125
Hehe.,-13.03125
This guy?,-13.03125
Can we?,-13.03125
Just eat it.,-13.03125
Where's my bag?,-13.03125
I'm not kidding.,-13.03125
Worst.,-13.03125
Look at us!,-13.03125
You know what it is?,-13.03125
Oww!,-13.03125
Everyone!,-13.03125
Forget him.,-13.03125
Listen to this.,-13.03125
"Good morning, Mr.",-13.03173828125
Are you a girl?,-13.03271484375
Are you excited?,-13.03271484375
"Uhm, no.",-13.033203125
Don't you like me?,-13.0335693359375
Come with me if you want to live.,-13.034423828125
"No, no way.",-13.03515625
What's the rush?,-13.03515625
"Whoa, what happened?",-13.03515625
This is so stupid.,-13.03515625
Is there anything I can do?,-13.0361328125
Are you cold?,-13.03662109375
Told you so!,-13.037109375
"Um, Mom?",-13.0380859375
What do you want me to do about it?,-13.038177490234375
What are they going to do?,-13.03857421875
"Yeah, well.",-13.0390625
Missy!,-13.0390625
Why do you hate me so much?,-13.0390625
What's your favorite?,-13.0390625
I'm awesome.,-13.0390625
"Look, I get it.",-13.0390625
Why is this so hard?,-13.0390625
Get off the phone!,-13.0390625
What's his problem?,-13.0390625
"Ugh, what?",-13.0390625
You're going to do what?,-13.0400390625
I'm Mrs.,-13.04052734375
Where did you get that dress?,-13.041015625
Don't you know?,-13.0413818359375
Of course it is.,-13.04150390625
This is horrible.,-13.04296875
Today's the day.,-13.04296875
Do you want to go out?,-13.04296875
Where's your shirt?,-13.04296875
Whaaaaaaat?,-13.04296875
I don't drink.,-13.04296875
That's true.,-13.04296875
"Oh, that's so cool!",-13.04296875
What are you guys going to do?,-13.04345703125
"Okay, what?",-13.0439453125
Thanks so much!,-13.044189453125
Can I help you find something?,-13.04443359375
What are you worried about?,-13.044921875
"Oh yeah, totally.",-13.044921875
Can't we just be friends?,-13.044921875
Who are you supposed to be?,-13.045578002929688
"No, that's okay.",-13.0458984375
Why bother?,-13.046875
I get that.,-13.046875
Food?,-13.046875
Harry!,-13.046875
Why do you do this?,-13.046875
When are you leaving?,-13.046875
Get it?,-13.046875
Look what I found!,-13.046875
"Hey, watch this!",-13.046875
Why are you acting like that?,-13.046875
Cheers!,-13.046875
What do you like to do?,-13.0478515625
Are you tired?,-13.04833984375
But I didn't do anything!,-13.048431396484375
What else you got?,-13.05078125
"Mom, help!",-13.05078125
"Mom, what's up?",-13.05078125
"Dude, what's up?",-13.05078125
I don't feel like it.,-13.05078125
That's hilarious!,-13.05078125
Why didn't you say anything?,-13.0513916015625
What's that over there?,-13.0517578125
Why aren't you married?,-13.052276611328125
I'm going to do this.,-13.05322265625
I hate my life.,-13.0546875
You're so nice.,-13.0546875
"Ugh, fine.",-13.0546875
You're so smart.,-13.0546875
It's a girl!,-13.0546875
Mein Gott!,-13.0546875
Why are you ignoring me?,-13.0546875
Is it me?,-13.0546875
"Oh, what's up?",-13.0546875
Interesting.,-13.0546875
When is your birthday?,-13.0546875
It's not.,-13.0546875
I just can't do it.,-13.0550537109375
Oh no you didn't!,-13.05517578125
How much money do you have?,-13.0556640625
I just want you to be happy.,-13.0556640625
Are you lost?,-13.05615234375
Don't be scared.,-13.0570068359375
Don't even worry about it.,-13.0584716796875
Do you know him?,-13.05859375
"Hey, I love you.",-13.05859375
Can we just be friends?,-13.05859375
Why can't I do that?,-13.059814453125
What are you getting me?,-13.06005859375
What do you mean you don't know?,-13.060302734375
What are you lookin' at?,-13.060546875
"Hey, are you okay?",-13.06201171875
Get out of my life!,-13.0625
I'm a big girl now.,-13.0625
E!,-13.0625
Poof!,-13.0625
Not.,-13.0625
He likes you.,-13.0625
